0.000000000000000000e+00,8.186354496029032979e-02,1.669164024114018763e-01,2.510905125408942062e-01,2.010050251256281437e-02,7.048799380325326824e-02,9.066666666666621799e-01,6.641792689569617769e-01,6.586766862589720217e-01,6.081292096781906187e-01,4.450974597412479805e-01,3.608962145816240752e-01,3.778125620947367369e-01,2.123992532216201490e-01,2.486033912835346749e-01,5.110241375384263485e-01,4.427818130580598033e-01,2.238453560473994408e-01,4.312848999999999933e+02,4.008204000000000065e+02,1.282262000000000057e+02,-1.000000000000000021e-03,9.926000000000000378e-01,6.636999999999999567e+00,4.437100000000000044e+00,4.362499999999999822e+00,3.746799999999999908e+00,1.762930000000000064e+01,2.081665999999999883e+02,1.111578999999999979e+02,2.448399999999999910e+00,2.251450000000000173e+01,2.076739999999999853e+01,5.994699999999999918e+00,5.069026999999999816e+02,4.312848999999999933e+02,6.008359999999999701e+01,3.786999999999999811e-01,-1.000000000000000021e-03,2.113500000000000156e+00,4.489399999999999835e+00,4.437100000000000044e+00
0.000000000000000000e+00,1.560593647805980921e-01,3.104505697459664648e-01,3.849509269356597430e-01,4.522613065326632625e-02,1.456235476374902749e-01,8.466666666666688990e-01,1.962210446440659783e-02,7.926285765219717727e-02,9.617684479123782271e-02,4.278549045742844337e-01,1.372053130106382357e-01,5.339007862967815043e-01,4.221998558573270555e-01,2.755812880244419838e-01,2.794574746669702403e-01,4.304407101529119650e-01,3.419737013090500821e-01,1.595673999999999921e+02,3.815928000000000111e+02,2.605513000000000261e+02,3.117399999999999949e+00,2.056099999999999817e+00,4.398699999999999832e+00,3.902600000000000069e+00,4.232099999999999973e+00,3.943299999999999805e+00,2.152659999999999840e+01,2.110074999999999932e+02,1.304035000000000082e+02,3.459200000000000053e+00,3.127149999999999963e+01,1.263199999999999967e+01,1.196610000000000085e+01,9.779067000000000007e+02,1.595673999999999921e+02,4.438009999999999877e+01,7.366000000000000325e-01,3.117399999999999949e+00,2.395500000000000185e+00,4.603900000000000325e+00,3.902600000000000069e+00
0.000000000000000000e+00,2.690440564127910550e-01,4.218907899780465209e-01,2.669029443838604188e-01,3.015075376884421635e-02,1.169635941130906104e-01,8.133333333333317983e-01,8.619305354832006161e-02,1.629432790480395687e-01,1.954304322830252294e-01,5.357491974572285987e-01,7.541003613877833578e-02,6.596644755250427039e-01,4.859099752068321565e-01,5.380138823923270586e-01,3.531082773539792607e-01,3.680878018314897027e-01,4.411736581562474835e-01,2.316331999999999880e+02,2.916716999999999871e+02,4.075351999999999748e+02,5.404600000000000293e+00,3.513100000000000112e+00,2.477100000000000080e+00,4.084800000000000431e+00,4.187899999999999956e+00,4.334100000000000286e+00,1.980870000000000175e+01,1.888726000000000056e+02,1.459100999999999999e+02,1.862200000000000077e+00,2.875329999999999941e+01,1.521950000000000003e+01,3.467799999999999994e+00,8.267522999999999911e+02,2.316331999999999880e+02,1.297308999999999912e+02,-4.410000000000000031e-02,5.404600000000000293e+00,1.712199999999999944e+00,4.726700000000000124e+00,4.084800000000000431e+00
0.000000000000000000e+00,3.282869658828547754e-01,5.039551172596439255e-01,4.498364231188659579e-01,4.020100502512562179e-02,1.347792408985282464e-01,4.399999999999955613e-01,1.841555914496490753e-01,2.700028198204218466e-01,2.900802247312876392e-01,5.422329533693635017e-01,1.430973577332239621e-01,3.852683911938004635e-01,2.120310456310481872e-01,2.857889294413408776e-01,5.016110668336558609e-01,4.176502397895843766e-01,2.950254135681238399e-01,4.176587000000000103e+02,3.621637000000000057e+02,2.024018000000000086e+02,2.590000000000000080e-01,7.345000000000000417e-01,4.350399999999999601e+00,4.411599999999999966e+00,4.335099999999999731e+00,3.940799999999999859e+00,1.737020000000000053e+01,2.060321000000000140e+02,1.120772000000000048e+02,1.860700000000000021e+00,2.313159999999999883e+01,2.043669999999999831e+01,3.462200000000000166e+00,5.350709000000000515e+02,4.176587000000000103e+02,1.073901999999999930e+02,2.520000000000000018e-02,2.590000000000000080e-01,1.817800000000000082e+00,4.510699999999999932e+00,4.411599999999999966e+00
0.000000000000000000e+00,1.000000000000000000e+00,7.623096490922395274e-01,1.155943293347873602e-01,1.005025125628140545e-02,4.337722695584816240e-02,1.599999999999970335e-01,3.774862169829439756e-02,1.151911563308637698e-01,1.399727870791673545e-01,4.110107791395113952e-01,1.417836826296555164e-01,4.210771333217085410e-01,2.483202982088938415e-01,2.665485031139173122e-01,8.347034043037685480e-01,6.206983221076096680e-01,3.922271014311528581e-01,1.032908899999999903e+03,7.305344000000000051e+02,3.309198000000000093e+02,1.211899999999999977e+00,2.579400000000000137e+00,6.819499999999999673e+00,4.811899999999999622e+00,4.623800000000000132e+00,3.989900000000000002e+00,1.823529999999999873e+01,2.117684000000000140e+02,1.164924000000000035e+02,2.822200000000000042e+00,2.566519999999999868e+01,3.213889999999999958e+01,7.964800000000000324e+00,6.587024999999999864e+02,1.032908899999999903e+03,6.376970000000000027e+01,1.401000000000000023e+00,1.211899999999999977e+00,2.303500000000000103e+00,4.522800000000000153e+00,4.811899999999999622e+00
0.000000000000000000e+00,1.513233173321055780e-01,2.758824964281980652e-01,2.499999999999999722e-01,1.507537688442211164e-02,5.422153369481019780e-02,8.799999999999985612e-01,1.467407218491125764e-01,2.481216199701991310e-01,3.247921568402197257e-01,2.953560801214671905e-01,1.696183392434587323e-01,5.087571320240551476e-01,3.225427835237701935e-01,3.584266622029420590e-01,6.824661277467835019e-01,5.506934730011400214e-01,2.857328498257950544e-01,7.177309000000000196e+02,5.890814000000000306e+02,1.917615999999999872e+02,-5.880999999999999561e-01,-6.470000000000000195e-01,6.759500000000000064e+00,4.677699999999999747e+00,4.559099999999999930e+00,3.883300000000000196e+00,1.818870000000000076e+01,2.015969000000000051e+02,1.273032999999999930e+02,2.765899999999999803e+00,1.813680000000000092e+01,2.679050000000000153e+01,7.650199999999999889e+00,3.289434999999999718e+02,7.177309000000000196e+02,4.267779999999999774e+01,4.217100000000000293e+00,-5.880999999999999561e-01,2.295599999999999863e+00,4.246199999999999974e+00,4.677699999999999747e+00
0.000000000000000000e+00,4.081328666120503379e-01,5.412063978813117515e-01,3.767720828789530851e-01,4.020100502512562179e-02,1.409759876065065642e-01,3.466666666666651797e-01,4.575237483509182745e-02,1.135802287342049244e-01,1.311497053594824214e-01,6.124893961456410185e-01,6.681605836446599667e-02,3.867314952615378831e-01,2.527113111173568960e-01,2.762117369885815354e-01,4.539565068883068544e-01,3.549012787931564161e-01,2.902491829163938997e-01,3.520314000000000192e+02,2.742004999999999768e+02,1.968969999999999914e+02,1.518199999999999994e+00,3.205700000000000216e+00,3.200699999999999878e+00,4.324699999999999989e+00,4.185900000000000176e+00,3.947700000000000209e+00,1.928170000000000073e+01,2.076734999999999900e+02,1.122575999999999965e+02,2.396100000000000119e+00,2.355249999999999844e+01,1.876249999999999929e+01,5.741299999999999848e+00,5.547202999999999520e+02,3.520314000000000192e+02,1.083858000000000033e+02,4.541000000000000036e-01,1.518199999999999994e+00,1.929499999999999993e+00,4.508300000000000196e+00,4.324699999999999989e+00
0.000000000000000000e+00,6.388078295429155951e-02,2.045509983621981442e-01,6.905670665212649828e-01,1.005025125628140614e-01,2.587141750580944644e-01,9.466666666666652130e-01,2.601377199693955672e-02,8.451107963409651425e-02,9.949348287037187988e-02,5.663409433811009697e-01,7.880694569690890883e-02,8.596620424251518733e-01,6.649130354908152629e-01,3.710340770962428647e-01,4.839747238984400957e-01,4.578368923066767904e-01,3.462644629314973743e-01,3.927174999999999727e+02,4.249164000000000101e+02,2.662314000000000078e+02,4.296400000000000219e+00,4.801999999999999602e+00,4.038499999999999979e+00,4.203800000000000203e+00,4.205400000000000027e+00,4.052699999999999747e+00,2.177990000000000137e+01,2.129916000000000054e+02,1.705697000000000116e+02,2.307500000000000107e+00,2.318750000000000000e+01,1.981709999999999994e+01,5.324600000000000222e+00,5.376602000000000317e+02,3.927174999999999727e+02,8.337309999999999377e+01,1.618600000000000039e+00,4.296400000000000219e+00,2.007899999999999796e+00,4.371900000000000119e+00,4.203800000000000203e+00
0.000000000000000000e+00,2.985944196564588315e-01,3.510123009373801728e-01,2.017448200654307355e-01,1.005025125628140545e-02,4.647560030983732826e-02,7.200000000000015277e-01,1.943003957796102521e-01,2.958344833902107895e-01,3.062003494701268647e-01,5.086356354116688960e-01,1.930305721860231527e-01,3.989221367483241631e-01,2.162234305642133647e-01,2.913737999177131166e-01,6.422577706933848551e-01,5.538568168027886429e-01,3.463331151174565692e-01,6.440377999999999474e+02,5.951453000000000202e+02,2.663227999999999724e+02,-8.731999999999999762e-01,-5.449999999999999983e-02,6.222500000000000142e+00,4.590600000000000236e+00,4.519300000000000317e+00,4.001800000000000246e+00,1.706850000000000023e+01,2.072718999999999880e+02,1.137606999999999999e+02,2.594399999999999817e+00,2.501970000000000027e+01,2.537790000000000035e+01,6.730900000000000105e+00,6.259854000000000269e+02,6.440377999999999474e+02,5.348259999999999792e+01,7.570000000000000340e-02,-8.731999999999999762e-01,2.141799999999999926e+00,4.553099999999999703e+00,4.590600000000000236e+00
0.000000000000000000e+00,3.984508825500856499e-01,5.785622190472871074e-01,1.534896401308614988e-01,1.507537688442211164e-02,5.809450038729664645e-02,8.066666666666659768e-01,5.600423172471119537e-02,1.472621373358215524e-01,1.905154490089702723e-01,3.195514135880093143e-01,1.633923667848691808e-01,8.665663688822743405e-01,6.851723038803898547e-01,8.575842384630186777e-01,4.290561311624728758e-01,4.464909986874407988e-01,5.547807665997308568e-01,3.199698000000000206e+02,4.066918000000000006e+02,6.160819999999999936e+02,1.539900000000000047e+00,2.662999999999999812e-01,-7.249999999999999500e-02,4.288400000000000212e+00,4.407399999999999984e+00,4.592800000000000438e+00,2.009149999999999991e+01,1.687796999999999912e+02,1.714209999999999923e+02,2.122799999999999798e+00,2.901210000000000022e+01,1.788769999999999882e+01,4.506300000000000416e+00,8.417019000000000233e+02,3.199698000000000206e+02,9.559910000000000707e+01,-6.754000000000000004e-01,1.539900000000000047e+00,1.872400000000000064e+00,4.768600000000000172e+00,4.288400000000000212e+00
