8.783699999999999619e+00;1.558799999999999963e+00;1.711999999999999911e-01;6.999999999999999929e-04;2.589999999999999941e-02;9.959999999999999964e-01;1.199400000000000000e+04;6.095584000000000060e+02;1.826348000000000127e+02;4.578329999999999700e+01;3.097889999999999944e+01;1.200392999999999972e+02;9.612990000000000634e+01;1.098670000000000080e+01;1.769480000000000075e+01;1.774330000000000140e+01;7.533400000000000318e+00;3.131059000000000196e+02;3.148247000000000071e+02;5.675209999999999866e+01;3.123400000000000176e+00;4.909699999999999953e+00;1.539470000000000027e+01;4.147199999999999775e+00;4.049999999999999822e+00;3.263799999999999812e+00;2.309959999999999880e+01;2.301599999999999966e+02;1.200392999999999972e+02;3.007499999999999840e+00;2.049409999999999954e+01;1.769480000000000075e+01;9.045099999999999696e+00;4.200081000000000131e+02;3.131059000000000196e+02;2.854670000000000130e+01;8.789500000000000313e+00;3.123400000000000176e+00;2.433899999999999952e+00;4.026399999999999757e+00;4.147199999999999775e+00
1.248789999999999978e+01;2.085100000000000176e+00;1.832000000000000017e-01;6.999999999999999929e-04;2.630000000000000046e-02;9.942999999999999616e-01;8.661000000000000000e+03;4.455228999999999928e+02;1.224497999999999962e+02;7.354649999999999466e+01;2.291779999999999973e+01;1.223046999999999969e+02;9.884739999999999327e+01;1.111580000000000013e+01;2.563009999999999877e+01;2.755649999999999977e+01;5.988400000000000389e+00;6.569020000000000437e+02;7.593606999999999516e+02;3.586090000000000089e+01;6.998999999999999666e-01;4.696200000000000152e+00;1.426340000000000074e+01;4.401299999999999990e+00;4.314600000000000435e+00;3.129999999999999893e+00;2.311299999999999955e+01;2.310622999999999934e+02;1.223046999999999969e+02;3.200099999999999945e+00;1.415060000000000073e+01;2.563009999999999877e+01;1.024060000000000059e+01;2.002394999999999925e+02;6.569020000000000437e+02;2.712969999999999970e+01;7.123999999999999666e+00;6.998999999999999666e-01;2.430499999999999883e+00;3.899500000000000188e+00;4.401299999999999990e+00
3.677799999999999958e+00;8.630999999999999783e-01;1.696000000000000008e-01;1.000000000000000021e-03;3.189999999999999780e-02;9.989999999999999991e-01;4.344200000000000000e+04;1.351443800000000010e+03;4.464748000000000161e+02;2.774759999999999849e+01;4.204229999999999734e+01;1.494294999999999902e+02;1.192733000000000061e+02;9.785000000000000142e+00;1.222359999999999935e+01;1.227500000000000036e+01;4.257399999999999629e+00;1.494164000000000101e+02;1.506756000000000029e+02;1.812549999999999883e+01;8.447900000000000631e+00;8.737700000000000244e+00;2.349589999999999890e+01;3.706700000000000106e+00;3.641500000000000181e+00;2.826600000000000001e+00;2.357000000000000028e+01;2.384294999999999902e+02;1.494294999999999902e+02;2.244899999999999896e+00;7.137199999999999989e+00;1.222359999999999935e+01;5.039600000000000080e+00;5.093959999999999866e+01;1.494164000000000101e+02;4.381450000000000244e+01;1.388339999999999996e+01;8.447900000000000631e+00;2.175699999999999967e+00;3.292600000000000193e+00;3.706700000000000106e+00
1.295609999999999928e+01;2.028200000000000003e+00;1.577000000000000068e-01;1.100000000000000066e-03;3.389999999999999958e-02;9.942999999999999616e-01;1.538000000000000000e+03;1.964447000000000116e+02;5.191640000000000299e+01;7.265359999999999729e+01;2.509140000000000015e+01;1.257133000000000038e+02;1.101924999999999955e+02;1.610529999999999973e+01;1.114760000000000062e+01;8.910000000000000142e+00;7.910400000000000098e+00;1.242690000000000055e+02;7.938809999999999434e+01;6.257439999999999714e+01;5.330300000000000260e+00;1.484989999999999988e+01;1.258670000000000044e+01;3.776199999999999779e+00;3.510600000000000165e+00;3.413100000000000023e+00;2.580559999999999832e+01;2.223731999999999971e+02;1.257133000000000038e+02;1.392600000000000060e+00;1.609410000000000096e+01;1.114760000000000062e+01;1.939300000000000024e+00;2.590201000000000136e+02;1.242690000000000055e+02;5.237210000000000321e+01;5.789600000000000080e+00;5.330300000000000260e+00;1.699300000000000033e+00;4.057800000000000296e+00;3.776199999999999779e+00
9.845800000000000551e+00;1.765900000000000025e+00;2.432999999999999885e-01;4.599999999999999922e-03;6.809999999999999387e-02;9.939999999999999947e-01;1.380000000000000000e+03;1.729949000000000012e+02;4.806360000000000099e+01;7.606010000000000559e+01;2.168639999999999901e+01;1.266463999999999999e+02;1.153427999999999969e+02;6.439899999999999736e+00;6.837200000000000166e+00;6.333800000000000097e+00;4.262400000000000411e+00;4.674730000000000274e+01;4.011699999999999733e+01;1.816809999999999903e+01;2.658350000000000080e+01;2.255489999999999995e+01;2.544529999999999959e+01;3.121599999999999930e+00;3.062100000000000044e+00;2.736499999999999932e+00;2.728989999999999938e+01;2.422282999999999902e+02;1.266463999999999999e+02;7.082000000000000517e-01;8.274900000000000588e+00;6.837200000000000166e+00;5.014999999999999458e-01;6.847400000000000375e+01;4.674730000000000274e+01;1.104161000000000001e+02;2.304009999999999891e+01;2.658350000000000080e+01;1.012399999999999967e+00;3.106199999999999850e+00;3.121599999999999930e+00
3.819599999999999884e+00;9.471000000000000529e-01;2.011999999999999900e-01;1.699999999999999905e-03;4.089999999999999886e-02;9.989000000000000101e-01;1.109800000000000000e+04;6.066123000000000047e+02;1.710537999999999954e+02;4.829359999999999786e+01;3.315720000000000312e+01;1.441333999999999946e+02;1.227673999999999950e+02;8.507300000000000750e+00;8.899300000000000210e+00;6.613800000000000345e+00;5.494500000000000384e+00;7.919750000000000512e+01;4.374240000000000350e+01;3.018949999999999889e+01;7.915099999999999802e+00;1.713190000000000168e+01;2.310060000000000002e+01;3.587200000000000166e+00;3.249299999999999855e+00;2.931799999999999962e+00;2.534169999999999945e+01;2.399817999999999927e+02;1.441333999999999946e+02;1.609499999999999931e+00;1.009989999999999988e+01;8.899300000000000210e+00;2.590500000000000025e+00;1.020079999999999956e+02;7.919750000000000512e+01;5.187089999999999890e+01;1.323509999999999920e+01;7.915099999999999802e+00;1.856899999999999995e+00;3.427299999999999791e+00;3.587200000000000166e+00
3.241600000000000037e+00;1.055299999999999905e+00;2.965999999999999748e-01;4.700000000000000185e-03;6.890000000000000291e-02;9.987000000000000322e-01;5.446000000000000000e+03;3.096700999999999908e+02;8.971819999999999595e+01;8.614430000000000121e+01;1.760839999999999961e+01;1.575018000000000029e+02;1.305406000000000120e+02;9.214700000000000557e+00;9.069900000000000517e+00;4.288700000000000401e+00;3.656499999999999861e+00;8.226309999999999434e+01;1.839290000000000092e+01;1.336999999999999922e+01;6.988800000000000345e+00;2.016100000000000136e+01;2.538870000000000005e+01;3.578100000000000058e+00;2.862200000000000077e+00;2.704699999999999882e+00;2.465240000000000009e+01;2.402599999999999909e+02;1.575018000000000029e+02;1.859900000000000109e+00;5.385699999999999932e+00;9.069900000000000517e+00;3.459200000000000053e+00;2.900580000000000069e+01;8.226309999999999434e+01;4.475659999999999883e+01;1.557799999999999940e+01;6.988800000000000345e+00;1.976499999999999924e+00;3.078399999999999803e+00;3.578100000000000058e+00
5.402020000000000266e+01;2.562899999999999956e+00;1.580999999999999905e-01;5.999999999999999474e-04;2.440000000000000155e-02;9.838000000000000078e-01;4.936000000000000000e+03;4.006528000000000134e+02;1.178209999999999980e+02;4.527309999999999945e+01;3.252080000000000126e+01;1.284325000000000045e+02;1.071804999999999950e+02;2.852939999999999898e+01;2.898349999999999937e+01;3.309819999999999851e+01;3.941290000000000049e+01;8.400433000000000447e+02;1.095490800000000036e+03;1.553376700000000028e+03;7.428600000000000314e+00;4.184899999999999842e+00;4.608200000000000074e+00;4.402800000000000047e+00;4.497300000000000075e+00;4.046000000000000263e+00;2.316250000000000142e+01;2.024673999999999978e+02;1.284360000000000070e+02;3.410800000000000054e+00;4.961370000000000147e+01;2.899370000000000047e+01;1.163359999999999950e+01;2.461519200000000183e+03;8.406345999999999776e+02;2.851340000000000074e+01;1.110500000000000043e+00;7.427299999999999791e+00;2.543600000000000083e+00;4.724599999999999689e+00;4.402700000000000280e+00
4.775699999999999612e+00;1.349800000000000111e+00;2.698999999999999733e-01;6.000000000000000125e-03;7.729999999999999372e-02;9.966000000000000414e-01;2.145000000000000000e+03;2.250954999999999870e+02;6.808650000000000091e+01;5.891360000000000241e+01;2.362140000000000128e+01;1.246265999999999963e+02;1.083281999999999954e+02;9.730999999999999872e+00;5.030100000000000016e+00;4.004199999999999982e+00;6.005600000000000271e+00;2.530189999999999984e+01;1.603359999999999985e+01;3.606719999999999970e+01;1.852289999999999992e+01;2.136899999999999977e+01;1.683089999999999975e+01;3.013500000000000068e+00;2.792300000000000004e+00;3.103099999999999969e+00;2.579670000000000130e+01;2.352923000000000116e+02;1.246265999999999963e+02;1.430199999999999916e+00;1.219599999999999973e+01;5.030100000000000016e+00;2.045500000000000096e+00;1.487424000000000035e+02;2.530189999999999984e+01;6.126449999999999818e+01;1.214100000000000001e+01;1.852289999999999992e+01;1.731600000000000028e+00;3.671899999999999942e+00;3.013500000000000068e+00
3.971600000000000019e+00;1.201300000000000034e+00;3.242999999999999772e-01;5.599999999999999943e-03;7.480000000000000537e-02;9.979999999999999982e-01;2.833000000000000000e+03;2.332792000000000030e+02;6.963670000000000471e+01;7.438410000000000366e+01;1.920899999999999963e+01;1.606689000000000078e+02;1.395499000000000080e+02;9.484999999999999432e+00;7.661699999999999733e+00;4.314499999999999780e+00;3.709999999999999964e+00;5.870159999999999911e+01;1.861489999999999867e+01;1.376409999999999911e+01;8.362199999999999633e+00;2.258650000000000091e+01;2.806589999999999918e+01;3.393800000000000150e+00;2.849899999999999878e+00;2.687600000000000211e+00;2.585559999999999903e+01;2.401073000000000093e+02;1.606689000000000078e+02;1.295099999999999918e+00;5.558399999999999785e+00;7.661699999999999733e+00;1.677300000000000013e+00;3.089580000000000126e+01;5.870159999999999911e+01;7.001569999999999538e+01;2.143870000000000076e+01;8.362199999999999633e+00;1.591099999999999959e+00;3.041500000000000092e+00;3.393800000000000150e+00
3.509199999999999875e+00;1.074200000000000044e+00;2.953000000000000069e-01;4.199999999999999740e-03;6.460000000000000464e-02;9.988000000000000211e-01;6.750000000000000000e+03;3.558478000000000065e+02;1.006356999999999999e+02;8.486129999999999995e+01;1.875969999999999871e+01;1.645975999999999999e+02;1.390235999999999876e+02;1.039349999999999952e+01;8.703799999999999315e+00;5.136400000000000077e+00;3.727199999999999847e+00;7.575610000000000355e+01;2.638260000000000005e+01;1.389199999999999946e+01;8.556100000000000705e+00;1.583769999999999989e+01;2.656490000000000151e+01;3.526800000000000157e+00;3.039200000000000124e+00;2.720299999999999940e+00;2.510500000000000043e+01;2.390413000000000068e+02;1.645975999999999999e+02;1.687599999999999989e+00;5.385799999999999699e+00;8.703799999999999315e+00;2.847999999999999865e+00;2.900679999999999836e+01;7.575610000000000355e+01;4.848680000000000234e+01;1.826409999999999911e+01;8.556100000000000705e+00;1.880200000000000093e+00;3.068099999999999827e+00;3.526800000000000157e+00
3.852500000000000036e+00;1.102600000000000025e+00;2.748999999999999777e-01;2.000000000000000042e-03;4.479999999999999954e-02;9.983999999999999542e-01;1.024600000000000000e+04;4.487595000000000027e+02;1.448797000000000139e+02;6.215120000000000289e+01;1.965500000000000114e+01;1.463288000000000011e+02;1.159848000000000070e+02;7.759100000000000108e+00;1.363889999999999958e+01;1.693220000000000169e+01;4.072400000000000020e+00;1.860195999999999970e+02;2.866994000000000256e+02;1.658439999999999870e+01;6.504999999999999893e+00;7.419100000000000250e+00;2.306439999999999912e+01;3.817600000000000104e+00;4.000600000000000378e+00;2.779100000000000126e+00;2.334159999999999968e+01;2.413969999999999914e+02;1.463288000000000011e+02;2.786599999999999966e+00;7.559000000000000163e+00;1.363889999999999958e+01;7.765100000000000335e+00;5.713850000000000051e+01;1.860195999999999970e+02;2.750669999999999860e+01;1.321460000000000079e+01;6.504999999999999893e+00;2.387000000000000011e+00;3.307300000000000129e+00;3.817600000000000104e+00
5.726899999999999658e+00;1.369699999999999918e+00;2.587999999999999745e-01;2.799999999999999972e-03;5.330000000000000016e-02;9.980999999999999872e-01;6.087000000000000000e+03;3.911025999999999954e+02;9.594010000000000105e+01;8.420019999999999527e+01;2.512920000000000087e+01;1.712250999999999976e+02;1.444276000000000124e+02;1.437139999999999951e+01;1.185110000000000063e+01;7.852899999999999991e+00;6.342200000000000060e+00;1.404485999999999990e+02;6.166799999999999926e+01;4.022350000000000136e+01;4.328599999999999781e+00;1.261519999999999975e+01;1.494420000000000037e+01;3.835100000000000176e+00;3.402000000000000135e+00;3.212099999999999955e+00;2.499690000000000012e+01;2.338800999999999988e+02;1.712250999999999976e+02;2.046199999999999797e+00;8.816000000000000725e+00;1.185110000000000063e+01;4.186899999999999622e+00;7.772190000000000509e+01;1.404485999999999990e+02;3.866380000000000194e+01;1.072589999999999932e+01;4.328599999999999781e+00;2.019699999999999829e+00;3.522100000000000009e+00;3.835100000000000176e+00
6.328700000000000436e+00;1.595900000000000096e+00;2.389000000000000012e-01;3.099999999999999891e-03;5.600000000000000117e-02;9.977000000000000313e-01;1.082000000000000000e+03;1.440894000000000119e+02;4.406389999999999674e+01;7.095310000000000628e+01;1.918830000000000169e+01;1.692486000000000104e+02;1.538170000000000073e+02;1.964789999999999992e+01;7.096599999999999575e+00;6.282199999999999562e+00;8.673000000000000043e+00;5.036169999999999902e+01;3.946600000000000108e+01;7.522090000000000032e+01;1.518829999999999991e+01;1.924200000000000088e+01;1.037609999999999921e+01;3.285200000000000120e+00;3.151199999999999779e+00;3.493599999999999817e+00;2.682809999999999917e+01;2.257329000000000008e+02;1.692486000000000104e+02;6.784000000000000030e-01;1.223450000000000060e+01;7.096599999999999575e+00;4.601999999999999980e-01;1.496829999999999927e+02;5.036169999999999902e+01;1.698719000000000108e+02;6.524499999999999744e+00;1.518829999999999991e+01;1.022199999999999998e+00;3.830000000000000071e+00;3.285200000000000120e+00
1.025939999999999941e+01;1.755200000000000093e+00;1.716000000000000025e-01;4.000000000000000192e-04;2.019999999999999921e-02;9.939000000000000057e-01;2.274300000000000000e+04;7.332874000000000478e+02;1.991868000000000052e+02;7.298550000000000182e+01;2.364290000000000092e+01;9.327450000000000330e+01;7.806870000000000687e+01;2.984299999999999997e+01;2.100359999999999872e+01;2.080290000000000106e+01;1.965080000000000027e+01;4.411512000000000171e+02;4.327606000000000108e+02;3.861539000000000215e+02;5.746999999999999886e-01;7.764999999999999680e-01;2.853099999999999969e+00;4.396600000000000286e+00;4.365300000000000402e+00;4.256000000000000227e+00;2.288439999999999941e+01;1.805329000000000121e+02;9.327460000000000662e+01;1.648700000000000054e+00;3.513069999999999737e+01;2.100349999999999895e+01;2.718199999999999950e+00;1.234166099999999915e+03;4.411469999999999914e+02;9.673160000000000025e+01;-5.259000000000000341e-01;5.748999999999999666e-01;1.806699999999999973e+00;4.876500000000000057e+00;4.396600000000000286e+00
