6.189400000000000013e+00,1.073199999999999932e+00,2.000000000000000111e-01,2.069999999999999965e-02,9.979000000000000092e-01,1.048949000000000069e+02,8.263360000000000127e+01,1.896180000000000021e+01,3.750880000000000081e+01,4.196860000000000213e+01,1.335549999999999926e+01,1.105099999999999971e+00,3.638799999999999812e+00,1.290659999999999918e+01,4.646499999999999631e+00,4.610599999999999810e+00,3.691500000000000004e+00
5.470799999999999663e+00,9.708999999999999853e-01,2.610000000000000098e-01,3.479999999999999760e-02,9.959999999999999964e-01,7.459480000000000643e+01,4.763119999999999976e+01,1.655959999999999965e+01,2.775000000000000000e+01,3.091290000000000049e+01,1.309680000000000000e+01,3.996599999999999930e+00,8.319300000000000139e+00,1.111420000000000030e+01,4.405899999999999928e+00,4.243900000000000006e+00,3.687600000000000211e+00
2.893100000000000005e+00,8.245999999999999996e-01,3.210000000000000075e-01,3.719999999999999696e-02,9.977000000000000313e-01,8.241349999999999909e+01,5.900460000000000349e+01,1.984840000000000160e+01,2.379570000000000007e+01,2.142810000000000059e+01,1.522330000000000005e+01,2.752200000000000202e+00,5.071799999999999642e+00,8.745400000000000063e+00,4.439799999999999969e+00,4.250499999999999723e+00,3.826099999999999834e+00
7.612999999999999767e-01,3.437000000000000055e-01,1.855999999999999872e-01,2.920000000000000026e-02,9.989999999999999991e-01,6.457380000000000564e+01,5.118310000000000315e+01,1.063490000000000002e+01,1.004020000000000046e+01,1.243640000000000079e+01,4.778800000000000381e+00,6.655800000000000161e+00,1.010870000000000068e+01,1.798359999999999914e+01,3.615000000000000213e+00,3.701999999999999957e+00,2.962000000000000188e+00
6.993400000000000283e+00,1.414199999999999902e+00,2.974999999999999867e-01,3.450000000000000289e-02,9.943999999999999506e-01,1.063935000000000031e+02,7.783350000000000080e+01,2.557550000000000168e+01,1.990950000000000131e+01,1.819579999999999842e+01,1.442079999999999984e+01,2.077199999999999935e+00,2.875000000000000000e+00,4.541999999999999815e+00,4.376500000000000057e+00,4.256199999999999761e+00,3.994499999999999940e+00
1.001590000000000025e+01,1.769200000000000106e+00,2.561999999999999833e-01,3.169999999999999901e-02,9.925000000000000488e-01,1.228010000000000019e+02,8.400530000000000541e+01,2.405630000000000024e+01,1.729139999999999944e+01,1.675270000000000081e+01,1.252050000000000018e+01,2.508000000000000007e+00,2.466600000000000126e+00,4.532000000000000028e+00,4.241500000000000270e+00,4.210600000000000342e+00,3.857400000000000162e+00
3.454299999999999926e+00,9.193000000000000060e-01,2.970999999999999752e-01,3.969999999999999918e-02,9.948000000000000176e-01,6.202810000000000201e+01,4.273890000000000100e+01,1.391469999999999985e+01,1.911439999999999984e+01,1.551900000000000013e+01,7.458700000000000330e+00,3.523000000000000131e+00,6.067800000000000082e+00,1.502180000000000071e+01,4.201399999999999579e+00,3.980500000000000149e+00,3.297299999999999898e+00
9.301500000000000767e+00,1.701500000000000012e+00,2.567999999999999727e-01,3.819999999999999785e-02,9.878000000000000114e-01,9.184380000000000166e+01,5.896450000000000102e+01,1.398579999999999934e+01,1.600270000000000081e+01,1.279519999999999946e+01,1.032450000000000045e+01,5.360299999999999621e+00,7.286100000000000243e+00,8.439899999999999736e+00,4.136700000000000266e+00,3.889699999999999935e+00,3.548900000000000166e+00
9.698999999999999844e-01,3.926000000000000045e-01,1.988000000000000045e-01,3.119999999999999857e-02,9.989000000000000101e-01,7.348619999999999663e+01,5.106150000000000233e+01,1.111630000000000074e+01,1.138109999999999999e+01,1.021700000000000053e+01,5.910400000000000098e+00,5.849199999999999733e+00,1.061899999999999977e+01,1.608800000000000097e+01,3.791599999999999859e+00,3.587499999999999911e+00,3.074899999999999967e+00
7.547299999999999898e+00,1.630600000000000049e+00,2.741000000000000103e-01,3.150000000000000022e-02,9.918000000000000149e-01,9.031140000000000612e+01,5.872270000000000323e+01,1.749729999999999919e+01,2.080130000000000123e+01,1.806009999999999849e+01,1.265160000000000018e+01,2.786000000000000143e-01,7.814999999999999725e-01,5.768299999999999983e+00,4.421000000000000263e+00,4.247899999999999565e+00,3.793400000000000105e+00
7.226899999999999658e+00,1.419300000000000006e+00,2.079999999999999905e-01,2.149999999999999828e-02,9.970999999999999863e-01,1.339266000000000076e+02,9.643640000000000612e+01,2.661370000000000147e+01,2.237480000000000047e+01,2.259659999999999869e+01,1.402120000000000033e+01,2.036000000000000032e-01,-9.800000000000000377e-02,2.341899999999999871e+00,4.501999999999999780e+00,4.517199999999999882e+00,3.987499999999999822e+00
1.501689999999999969e+01,2.331100000000000172e+00,2.348000000000000087e-01,2.879999999999999921e-02,9.861999999999999655e-01,9.512630000000000052e+01,7.105929999999999325e+01,2.752400000000000091e+01,2.317180000000000106e+01,2.020700000000000074e+01,1.506770000000000032e+01,3.002400000000000180e+00,2.732400000000000162e+00,2.862600000000000033e+00,4.480900000000000105e+00,4.366999999999999993e+00,4.044800000000000395e+00
2.715399999999999814e+00,6.986999999999999877e-01,2.048000000000000098e-01,3.180000000000000188e-02,9.966000000000000414e-01,7.211700000000000443e+01,4.801469999999999771e+01,1.371480000000000032e+01,1.367329999999999934e+01,1.137490000000000023e+01,6.552100000000000257e+00,6.114300000000000068e+00,9.750400000000000844e+00,1.630580000000000140e+01,3.948799999999999866e+00,3.711699999999999999e+00,3.157799999999999940e+00
9.345299999999999940e+00,1.590300000000000047e+00,2.505999999999999894e-01,4.649999999999999967e-02,9.854000000000000536e-01,6.704319999999999879e+01,4.968889999999999674e+01,1.128599999999999959e+01,1.487079999999999913e+01,1.532510000000000083e+01,6.840700000000000003e+00,8.570499999999999119e+00,1.238310000000000066e+01,1.650019999999999953e+01,3.945399999999999796e+00,3.779500000000000082e+00,3.136400000000000077e+00
2.488399999999999945e+00,7.916999999999999593e-01,2.373000000000000109e-01,2.900000000000000147e-02,9.985000000000000542e-01,1.120193000000000012e+02,7.087749999999999773e+01,1.289039999999999964e+01,1.311890000000000001e+01,1.841730000000000089e+01,7.034200000000000230e+00,3.164600000000000080e+00,3.580400000000000027e+00,1.176750000000000007e+01,3.963900000000000201e+00,4.164500000000000313e+00,3.279799999999999827e+00
3.665700000000000180e+00,8.225999999999999979e-01,2.587999999999999745e-01,2.980000000000000010e-02,9.981999999999999762e-01,8.813070000000000448e+01,6.364320000000000022e+01,1.680610000000000070e+01,3.484300000000000352e+01,3.550059999999999860e+01,7.089500000000000135e+00,2.027000000000000135e+00,8.371700000000000585e+00,1.472700000000000031e+01,4.615400000000000169e+00,4.396399999999999864e+00,3.295599999999999863e+00
6.673399999999999999e+00,1.525400000000000089e+00,3.144000000000000128e-01,3.440000000000000002e-02,9.936000000000000387e-01,1.061067000000000036e+02,7.039629999999999654e+01,1.975359999999999872e+01,2.037209999999999965e+01,1.999139999999999873e+01,1.201839999999999975e+01,9.931999999999999718e-01,1.014699999999999935e+00,6.049100000000000144e+00,4.387500000000000178e+00,4.353900000000000325e+00,3.770500000000000185e+00
1.406129999999999924e+01,1.678800000000000070e+00,2.129000000000000059e-01,3.059999999999999873e-02,9.921999999999999709e-01,1.174676999999999936e+02,8.086369999999999436e+01,2.325799999999999912e+01,2.023989999999999867e+01,1.701379999999999981e+01,1.534629999999999939e+01,2.342299999999999827e+00,5.252799999999999692e+00,6.637199999999999989e+00,4.366200000000000081e+00,4.052100000000000257e+00,3.890499999999999847e+00
6.394199999999999662e+00,1.233400000000000052e+00,2.253999999999999893e-01,2.610000000000000167e-02,9.965000000000000524e-01,1.177185000000000059e+02,8.122480000000000189e+01,2.149709999999999965e+01,2.103500000000000014e+01,1.624320000000000164e+01,1.250709999999999944e+01,1.392099999999999893e+00,1.508699999999999930e+00,5.110400000000000276e+00,4.403200000000000003e+00,4.169299999999999784e+00,3.820899999999999963e+00
6.786400000000000432e+00,1.476599999999999913e+00,2.293000000000000038e-01,3.049999999999999933e-02,9.960999999999999854e-01,1.223969000000000023e+02,8.841549999999999443e+01,1.311640000000000050e+01,1.616779999999999973e+01,2.025939999999999941e+01,6.999100000000000321e+00,4.596000000000000085e+00,4.486500000000000377e+00,1.345229999999999926e+01,4.088099999999999845e+00,4.235500000000000043e+00,3.251399999999999846e+00
