2.008900000000000130e+00,7.446000000000000396e-01,3.165000000000000036e-01,5.840000000000000052e-02,9.993999999999999551e-01,1.564838000000000022e+02,1.396195999999999913e+02,1.519490000000000052e+01,9.265700000000000713e+00,6.832900000000000418e+00,5.181799999999999962e+00,8.553800000000000736e+00,1.374789999999999957e+01,2.146829999999999927e+01,3.580700000000000216e+00,3.259700000000000042e+00,2.906899999999999817e+00
8.739999999999999991e-01,5.517999999999999572e-01,4.209999999999999853e-01,7.889999999999999791e-02,9.997000000000000330e-01,1.555401999999999987e+02,1.410328000000000088e+02,1.341179999999999950e+01,6.715900000000000425e+00,5.081999999999999851e+00,5.150800000000000267e+00,1.048080000000000034e+01,1.203769999999999918e+01,1.587579999999999991e+01,3.273499999999999854e+00,3.005100000000000104e+00,3.009500000000000064e+00
1.635299999999999976e+00,7.580999999999999961e-01,3.180000000000000049e-01,5.630000000000000282e-02,9.992999999999999661e-01,1.317761000000000138e+02,1.183358999999999952e+02,9.284499999999999531e+00,1.124300000000000033e+01,9.666299999999999670e+00,3.822999999999999954e+00,8.386799999999999145e+00,1.103759999999999941e+01,1.916270000000000095e+01,3.667100000000000026e+00,3.488900000000000112e+00,2.725400000000000045e+00
1.927899999999999947e+00,5.587999999999999634e-01,1.905999999999999917e-01,3.790000000000000313e-02,9.996000000000000441e-01,1.476707000000000107e+02,1.349242999999999881e+02,1.860989999999999966e+01,7.225299999999999834e+00,7.454900000000000304e+00,8.761200000000000543e+00,1.614679999999999893e+01,1.165479999999999983e+01,8.419100000000000250e+00,3.169000000000000039e+00,3.255999999999999783e+00,3.495499999999999829e+00
3.533799999999999830e+00,1.129999999999999893e+00,2.968999999999999972e-01,4.630000000000000088e-02,9.978000000000000203e-01,1.245464999999999947e+02,1.098894999999999982e+02,5.617899999999999672e+00,1.397710000000000008e+01,9.793599999999999639e+00,3.707500000000000018e+00,2.848399999999999821e+00,9.249299999999999855e+00,2.401089999999999947e+01,3.974099999999999966e+00,3.634900000000000020e+00,2.631600000000000161e+00
3.126799999999999802e+00,1.077800000000000091e+00,3.659000000000000030e-01,5.260000000000000092e-02,9.981999999999999762e-01,1.557441000000000031e+02,1.338308000000000106e+02,1.468280000000000030e+01,1.250880000000000081e+01,1.438840000000000074e+01,7.453400000000000247e+00,3.480300000000000171e+00,1.028870000000000040e+01,9.853999999999999204e+00,3.893899999999999917e+00,3.875700000000000145e+00,3.372900000000000009e+00
3.396900000000000031e+00,1.212099999999999955e+00,3.183000000000000274e-01,4.580000000000000043e-02,9.971999999999999753e-01,1.292549999999999955e+02,1.018529000000000053e+02,8.687900000000000844e+00,1.226709999999999923e+01,1.511159999999999926e+01,5.190199999999999925e+00,2.505900000000000016e+00,7.317599999999999660e+00,1.201370000000000005e+01,3.865499999999999936e+00,3.907099999999999795e+00,2.992599999999999927e+00
2.343900000000000095e+00,9.867000000000000215e-01,3.649999999999999911e-01,6.450000000000000178e-02,9.972999999999999643e-01,1.133757999999999981e+02,8.600000000000000000e+01,1.772390000000000043e+01,1.334619999999999962e+01,9.280400000000000205e+00,7.923499999999999766e+00,4.016700000000000159e+00,7.344100000000000072e+00,1.085200000000000031e+01,3.936900000000000066e+00,3.580299999999999816e+00,3.411900000000000155e+00
1.622000000000000108e+00,8.078999999999999515e-01,3.837999999999999745e-01,7.920000000000000651e-02,9.987000000000000322e-01,1.239084000000000003e+02,1.100694000000000017e+02,8.902699999999999392e+00,6.529700000000000060e+00,5.036800000000000388e+00,3.717699999999999783e+00,1.218389999999999951e+01,1.659720000000000084e+01,2.374129999999999896e+01,3.233499999999999819e+00,3.009700000000000042e+00,2.695100000000000051e+00
2.426699999999999857e+00,8.349999999999999645e-01,2.253000000000000003e-01,4.139999999999999930e-02,9.986000000000000432e-01,1.028914000000000044e+02,8.860639999999999361e+01,6.397499999999999964e+00,7.901799999999999713e+00,7.470299999999999940e+00,4.194200000000000372e+00,1.000120000000000076e+01,9.234500000000000597e+00,2.168189999999999884e+01,3.473500000000000032e+00,3.402099999999999902e+00,2.720600000000000129e+00
